claim_id,step,event_id,task_id,group_kind,claim_group_id,agent_id,receiver,claim_type,subject,object,label,confidence,validation_passed,conflict,created_at
C_00602,602,M_00602,T_0061,risk,G_T_0061_risk_benign,A_N_008,A_N_010,risk_judgment,10.183.177.83,benign_service,benign,0.906,1,1,2026-06-28T09:44:28+08:00
C_00603,603,M_00603,T_0061,risk,G_T_0061_risk_benign,A_N_010,A_N_009,verification,10.183.177.83,benign_service,benign,0.85,1,1,2026-06-28T09:44:28+08:00
C_00604,604,M_00604,T_0061,action,G_T_0061_action_benign,A_N_009,A_N_010,action_recommendation,10.183.177.83,do_not_block,benign,0.866,1,1,2026-06-28T09:44:28+08:00
C_00605,605,M_00605,T_0061,risk,G_T_0061_risk_malicious,A_POISON_002,A_N_010,risk_judgment,10.183.177.83,C2,malicious,0.891,1,1,2026-06-28T09:44:28+08:00
C_00606,606,M_00606,T_0061,risk,G_T_0061_risk_malicious,A_POISON_003,A_N_009,risk_judgment,10.183.177.83,C2,malicious,0.862,1,1,2026-06-28T09:44:28+08:00
C_00607,607,M_00607,T_0061,risk,G_T_0061_risk_malicious,A_BYZ_003,A_N_010,risk_judgment,10.183.177.83,C2,malicious,0.963,1,1,2026-06-28T09:44:29+08:00
C_00608,608,M_00608,T_0061,action,G_T_0061_action_malicious,A_BYZ_008,A_N_010,action_recommendation,10.183.177.83,block_ip,malicious,0.927,0,1,2026-06-28T09:44:29+08:00
C_00609,609,M_00609,T_0061,risk,G_T_0061_risk_malicious,A_COMM_002,A_N_010,risk_judgment,10.183.177.83,C2,malicious,0.78,1,1,2026-06-28T09:44:29+08:00
C_00610,610,M_00610,T_0061,risk,G_T_0061_risk_malicious,A_WATCH_002,A_N_010,risk_judgment,10.183.177.83,C2,malicious,0.698,1,1,2026-06-28T09:44:29+08:00
C_00611,611,M_00611,T_0062,risk,G_T_0062_risk_malicious,A_N_013,A_N_016,risk_judgment,10.186.184.96,C2,malicious,0.933,1,1,2026-06-28T09:44:29+08:00
C_00612,612,M_00612,T_0062,risk,G_T_0062_risk_malicious,A_N_014,A_N_016,risk_judgment,10.186.184.96,C2,malicious,0.922,1,1,2026-06-28T09:44:29+08:00
C_00613,613,M_00613,T_0062,risk,G_T_0062_risk_malicious,A_N_016,A_N_015,verification,10.186.184.96,C2,malicious,0.952,1,1,2026-06-28T09:44:29+08:00
C_00614,614,M_00614,T_0062,action,G_T_0062_action_malicious,A_N_015,A_N_016,action_recommendation,10.186.184.96,block_ip,malicious,0.85,1,1,2026-06-28T09:44:29+08:00
C_00615,615,M_00615,T_0062,risk,G_T_0062_risk_benign,A_POISON_004,A_N_016,risk_judgment,10.186.184.96,benign_service,benign,0.901,1,1,2026-06-28T09:44:29+08:00
C_00616,616,M_00616,T_0062,risk,G_T_0062_risk_benign,A_POISON_004,A_N_015,risk_judgment,10.186.184.96,benign_service,benign,0.86,1,1,2026-06-28T09:44:30+08:00
C_00617,617,M_00617,T_0062,risk,G_T_0062_risk_benign,A_BYZ_007,A_N_016,risk_judgment,10.186.184.96,benign_service,benign,0.93,0,1,2026-06-28T09:44:30+08:00
C_00618,618,M_00618,T_0062,action,G_T_0062_action_benign,A_BYZ_002,A_N_016,action_recommendation,10.186.184.96,do_not_block,benign,0.964,1,1,2026-06-28T09:44:30+08:00
C_00619,619,M_00619,T_0062,risk,G_T_0062_risk_benign,A_COMM_003,A_N_016,risk_judgment,10.186.184.96,benign_service,benign,0.879,0,1,2026-06-28T09:44:30+08:00
C_00620,620,M_00620,T_0062,risk,G_T_0062_risk_malicious,A_WATCH_003,A_N_016,risk_judgment,10.186.184.96,C2,malicious,0.713,1,1,2026-06-28T09:44:30+08:00
C_00621,621,M_00621,T_0063,risk,G_T_0063_risk_benign,A_N_019,A_N_022,risk_judgment,10.189.191.109,benign_service,benign,0.845,1,1,2026-06-28T09:44:30+08:00
C_00622,622,M_00622,T_0063,risk,G_T_0063_risk_benign,A_N_020,A_N_022,risk_judgment,10.189.191.109,benign_service,benign,0.901,1,1,2026-06-28T09:44:30+08:00
C_00623,623,M_00623,T_0063,risk,G_T_0063_risk_benign,A_N_022,A_N_021,verification,10.189.191.109,benign_service,benign,0.869,1,1,2026-06-28T09:44:30+08:00
C_00624,624,M_00624,T_0063,action,G_T_0063_action_benign,A_N_021,A_N_022,action_recommendation,10.189.191.109,do_not_block,benign,0.81,1,1,2026-06-28T09:44:30+08:00
C_00625,625,M_00625,T_0063,risk,G_T_0063_risk_malicious,A_POISON_001,A_N_022,risk_judgment,10.189.191.109,C2,malicious,0.855,1,1,2026-06-28T09:44:31+08:00
C_00626,626,M_00626,T_0063,risk,G_T_0063_risk_malicious,A_POISON_005,A_N_021,risk_judgment,10.189.191.109,C2,malicious,0.899,1,1,2026-06-28T09:44:31+08:00
C_00627,627,M_00627,T_0063,risk,G_T_0063_risk_malicious,A_BYZ_001,A_N_022,risk_judgment,10.189.191.109,C2,malicious,0.943,0,1,2026-06-28T09:44:31+08:00
C_00628,628,M_00628,T_0063,action,G_T_0063_action_malicious,A_BYZ_004,A_N_022,action_recommendation,10.189.191.109,block_ip,malicious,0.916,0,1,2026-06-28T09:44:31+08:00
C_00629,629,M_00629,T_0063,risk,G_T_0063_risk_malicious,A_COMM_004,A_N_022,risk_judgment,10.189.191.109,C2,malicious,0.766,1,1,2026-06-28T09:44:31+08:00
C_00630,630,M_00630,T_0063,risk,G_T_0063_risk_malicious,A_WATCH_004,A_N_022,risk_judgment,10.189.191.109,C2,malicious,0.695,1,1,2026-06-28T09:44:31+08:00
C_00631,631,M_00631,T_0064,risk,G_T_0064_risk_benign,A_N_025,A_N_028,risk_judgment,10.192.198.122,benign_service,benign,0.93,1,1,2026-06-28T09:44:31+08:00
C_00632,632,M_00632,T_0064,risk,G_T_0064_risk_benign,A_N_026,A_N_028,risk_judgment,10.192.198.122,benign_service,benign,0.804,1,1,2026-06-28T09:44:31+08:00
C_00633,633,M_00633,T_0064,risk,G_T_0064_risk_benign,A_N_028,A_N_027,verification,10.192.198.122,benign_service,benign,0.948,1,1,2026-06-28T09:44:31+08:00
C_00634,634,M_00634,T_0064,action,G_T_0064_action_benign,A_N_027,A_N_028,action_recommendation,10.192.198.122,do_not_block,benign,0.754,1,1,2026-06-28T09:44:32+08:00
C_00635,635,M_00635,T_0064,risk,G_T_0064_risk_malicious,A_POISON_002,A_N_028,risk_judgment,10.192.198.122,C2,malicious,0.838,1,1,2026-06-28T09:44:32+08:00
C_00636,636,M_00636,T_0064,risk,G_T_0064_risk_malicious,A_POISON_006,A_N_027,risk_judgment,10.192.198.122,C2,malicious,0.878,1,1,2026-06-28T09:44:32+08:00
C_00637,637,M_00637,T_0064,risk,G_T_0064_risk_malicious,A_BYZ_003,A_N_028,risk_judgment,10.192.198.122,C2,malicious,0.96,0,1,2026-06-28T09:44:32+08:00
C_00638,638,M_00638,T_0064,action,G_T_0064_action_malicious,A_BYZ_008,A_N_028,action_recommendation,10.192.198.122,block_ip,malicious,0.904,1,1,2026-06-28T09:44:32+08:00
C_00639,639,M_00639,T_0064,risk,G_T_0064_risk_malicious,A_COMM_001,A_N_028,risk_judgment,10.192.198.122,C2,malicious,0.755,0,1,2026-06-28T09:44:32+08:00
C_00640,640,M_00640,T_0064,risk,G_T_0064_risk_benign,A_WATCH_001,A_N_028,risk_judgment,10.192.198.122,benign_service,benign,0.782,0,1,2026-06-28T09:44:32+08:00
C_00641,641,M_00641,T_0065,risk,G_T_0065_risk_malicious,A_N_031,A_N_004,risk_judgment,10.195.205.135,C2,malicious,0.822,1,1,2026-06-28T09:44:32+08:00
C_00642,642,M_00642,T_0065,risk,G_T_0065_risk_malicious,A_N_032,A_N_004,risk_judgment,10.195.205.135,C2,malicious,0.852,1,1,2026-06-28T09:44:32+08:00
C_00643,643,M_00643,T_0065,risk,G_T_0065_risk_malicious,A_N_004,A_N_003,verification,10.195.205.135,C2,malicious,0.95,1,1,2026-06-28T09:44:33+08:00
C_00644,644,M_00644,T_0065,action,G_T_0065_action_malicious,A_N_003,A_N_004,action_recommendation,10.195.205.135,block_ip,malicious,0.773,1,1,2026-06-28T09:44:33+08:00
C_00645,645,M_00645,T_0065,risk,G_T_0065_risk_benign,A_POISON_004,A_N_004,risk_judgment,10.195.205.135,benign_service,benign,0.926,1,1,2026-06-28T09:44:33+08:00
C_00646,646,M_00646,T_0065,risk,G_T_0065_risk_benign,A_POISON_001,A_N_003,risk_judgment,10.195.205.135,benign_service,benign,0.794,1,1,2026-06-28T09:44:33+08:00
C_00647,647,M_00647,T_0065,risk,G_T_0065_risk_benign,A_BYZ_007,A_N_004,risk_judgment,10.195.205.135,benign_service,benign,0.905,1,1,2026-06-28T09:44:33+08:00
C_00648,648,M_00648,T_0065,action,G_T_0065_action_benign,A_BYZ_002,A_N_004,action_recommendation,10.195.205.135,do_not_block,benign,0.897,0,1,2026-06-28T09:44:33+08:00
C_00649,649,M_00649,T_0065,risk,G_T_0065_risk_benign,A_COMM_002,A_N_004,risk_judgment,10.195.205.135,benign_service,benign,0.865,1,1,2026-06-28T09:44:33+08:00
C_00650,650,M_00650,T_0065,risk,G_T_0065_risk_benign,A_WATCH_002,A_N_004,risk_judgment,10.195.205.135,benign_service,benign,0.626,1,1,2026-06-28T09:44:33+08:00
C_00651,651,M_00651,T_0066,risk,G_T_0066_risk_benign,A_N_001,A_N_010,risk_judgment,10.198.212.148,benign_service,benign,0.821,1,1,2026-06-28T09:44:33+08:00
C_00652,652,M_00652,T_0066,risk,G_T_0066_risk_benign,A_N_002,A_N_010,risk_judgment,10.198.212.148,benign_service,benign,0.826,1,1,2026-06-28T09:44:34+08:00
C_00653,653,M_00653,T_0066,risk,G_T_0066_risk_benign,A_N_010,A_N_009,verification,10.198.212.148,benign_service,benign,0.953,1,1,2026-06-28T09:44:34+08:00
C_00654,654,M_00654,T_0066,action,G_T_0066_action_benign,A_N_009,A_N_010,action_recommendation,10.198.212.148,do_not_block,benign,0.877,1,1,2026-06-28T09:44:34+08:00
C_00655,655,M_00655,T_0066,risk,G_T_0066_risk_malicious,A_POISON_001,A_N_010,risk_judgment,10.198.212.148,C2,malicious,0.914,1,1,2026-06-28T09:44:34+08:00
C_00656,656,M_00656,T_0066,risk,G_T_0066_risk_malicious,A_POISON_002,A_N_009,risk_judgment,10.198.212.148,C2,malicious,0.807,1,1,2026-06-28T09:44:34+08:00
C_00657,657,M_00657,T_0066,risk,G_T_0066_risk_malicious,A_BYZ_001,A_N_010,risk_judgment,10.198.212.148,C2,malicious,0.886,0,1,2026-06-28T09:44:34+08:00
C_00658,658,M_00658,T_0066,action,G_T_0066_action_malicious,A_BYZ_004,A_N_010,action_recommendation,10.198.212.148,block_ip,malicious,0.894,1,1,2026-06-28T09:44:34+08:00
C_00659,659,M_00659,T_0066,risk,G_T_0066_risk_malicious,A_COMM_003,A_N_010,risk_judgment,10.198.212.148,C2,malicious,0.842,0,1,2026-06-28T09:44:34+08:00
C_00660,660,M_00660,T_0066,risk,G_T_0066_risk_benign,A_WATCH_003,A_N_010,risk_judgment,10.198.212.148,benign_service,benign,0.742,1,1,2026-06-28T09:44:34+08:00
C_00661,661,M_00661,T_0067,risk,G_T_0067_risk_malicious,A_N_007,A_N_016,risk_judgment,10.201.219.161,C2,malicious,0.889,1,1,2026-06-28T09:44:35+08:00
C_00662,662,M_00662,T_0067,risk,G_T_0067_risk_malicious,A_N_008,A_N_016,risk_judgment,10.201.219.161,C2,malicious,0.86,1,1,2026-06-28T09:44:35+08:00
C_00663,663,M_00663,T_0067,risk,G_T_0067_risk_malicious,A_N_016,A_N_015,verification,10.201.219.161,C2,malicious,0.958,1,1,2026-06-28T09:44:35+08:00
C_00664,664,M_00664,T_0067,action,G_T_0067_action_malicious,A_N_015,A_N_016,action_recommendation,10.201.219.161,block_ip,malicious,0.76,1,1,2026-06-28T09:44:35+08:00
C_00665,665,M_00665,T_0067,risk,G_T_0067_risk_benign,A_POISON_002,A_N_016,risk_judgment,10.201.219.161,benign_service,benign,0.824,1,1,2026-06-28T09:44:35+08:00
C_00666,666,M_00666,T_0067,risk,G_T_0067_risk_benign,A_POISON_003,A_N_015,risk_judgment,10.201.219.161,benign_service,benign,0.824,1,1,2026-06-28T09:44:35+08:00
C_00667,667,M_00667,T_0067,risk,G_T_0067_risk_benign,A_BYZ_003,A_N_016,risk_judgment,10.201.219.161,benign_service,benign,0.922,1,1,2026-06-28T09:44:36+08:00
C_00668,668,M_00668,T_0067,action,G_T_0067_action_benign,A_BYZ_008,A_N_016,action_recommendation,10.201.219.161,do_not_block,benign,0.918,0,1,2026-06-28T09:44:36+08:00
C_00669,669,M_00669,T_0067,risk,G_T_0067_risk_benign,A_COMM_004,A_N_016,risk_judgment,10.201.219.161,benign_service,benign,0.741,1,1,2026-06-28T09:44:36+08:00
C_00670,670,M_00670,T_0067,risk,G_T_0067_risk_benign,A_WATCH_004,A_N_016,risk_judgment,10.201.219.161,benign_service,benign,0.701,1,1,2026-06-28T09:44:36+08:00
C_00671,671,M_00671,T_0068,risk,G_T_0068_risk_benign,A_N_013,A_N_022,risk_judgment,10.204.226.174,benign_service,benign,0.914,1,1,2026-06-28T09:44:36+08:00
C_00672,672,M_00672,T_0068,risk,G_T_0068_risk_benign,A_N_014,A_N_022,risk_judgment,10.204.226.174,benign_service,benign,0.901,1,1,2026-06-28T09:44:36+08:00
C_00673,673,M_00673,T_0068,risk,G_T_0068_risk_benign,A_N_022,A_N_021,verification,10.204.226.174,benign_service,benign,0.847,1,1,2026-06-28T09:44:36+08:00
C_00674,674,M_00674,T_0068,action,G_T_0068_action_benign,A_N_021,A_N_022,action_recommendation,10.204.226.174,do_not_block,benign,0.776,1,1,2026-06-28T09:44:36+08:00
C_00675,675,M_00675,T_0068,risk,G_T_0068_risk_malicious,A_POISON_004,A_N_022,risk_judgment,10.204.226.174,C2,malicious,0.919,1,1,2026-06-28T09:44:36+08:00
C_00676,676,M_00676,T_0068,risk,G_T_0068_risk_malicious,A_POISON_004,A_N_021,risk_judgment,10.204.226.174,C2,malicious,0.861,1,1,2026-06-28T09:44:37+08:00
C_00677,677,M_00677,T_0068,risk,G_T_0068_risk_malicious,A_BYZ_007,A_N_022,risk_judgment,,C2,malicious,0.938,0,1,2026-06-28T09:44:37+08:00
C_00678,678,M_00678,T_0068,action,G_T_0068_action_malicious,A_BYZ_002,A_N_022,action_recommendation,10.204.226.174,block_ip,malicious,0.923,1,1,2026-06-28T09:44:37+08:00
C_00679,679,M_00679,T_0068,risk,G_T_0068_risk_malicious,A_COMM_001,A_N_022,risk_judgment,10.204.226.174,C2,malicious,0.871,0,1,2026-06-28T09:44:37+08:00
C_00680,680,M_00680,T_0068,risk,G_T_0068_risk_benign,A_WATCH_001,A_N_022,risk_judgment,10.204.226.174,benign_service,benign,0.722,1,1,2026-06-28T09:44:37+08:00
C_00681,681,M_00681,T_0069,risk,G_T_0069_risk_benign,A_N_019,A_N_028,risk_judgment,10.207.233.187,benign_service,benign,0.947,1,1,2026-06-28T09:44:37+08:00
C_00682,682,M_00682,T_0069,risk,G_T_0069_risk_benign,A_N_020,A_N_028,risk_judgment,10.207.233.187,benign_service,benign,0.914,1,1,2026-06-28T09:44:37+08:00
C_00683,683,M_00683,T_0069,risk,G_T_0069_risk_benign,A_N_028,A_N_027,verification,10.207.233.187,benign_service,benign,0.925,1,1,2026-06-28T09:44:37+08:00
C_00684,684,M_00684,T_0069,action,G_T_0069_action_benign,A_N_027,A_N_028,action_recommendation,10.207.233.187,do_not_block,benign,0.857,1,1,2026-06-28T09:44:37+08:00
C_00685,685,M_00685,T_0069,risk,G_T_0069_risk_malicious,A_POISON_001,A_N_028,risk_judgment,10.207.233.187,C2,malicious,0.93,1,1,2026-06-28T09:44:38+08:00
C_00686,686,M_00686,T_0069,risk,G_T_0069_risk_malicious,A_POISON_005,A_N_027,risk_judgment,10.207.233.187,C2,malicious,0.854,1,1,2026-06-28T09:44:38+08:00
C_00687,687,M_00687,T_0069,risk,G_T_0069_risk_malicious,A_BYZ_001,A_N_028,risk_judgment,10.207.233.187,C2,malicious,0.959,0,1,2026-06-28T09:44:38+08:00
C_00688,688,M_00688,T_0069,action,G_T_0069_action_malicious,A_BYZ_004,A_N_028,action_recommendation,10.207.233.187,block_ip,malicious,0.956,0,1,2026-06-28T09:44:38+08:00
C_00689,689,M_00689,T_0069,risk,G_T_0069_risk_malicious,A_COMM_002,A_N_028,risk_judgment,10.207.233.187,C2,malicious,0.785,1,1,2026-06-28T09:44:38+08:00
C_00690,690,M_00690,T_0069,risk,G_T_0069_risk_malicious,A_WATCH_002,A_N_028,risk_judgment,10.207.233.187,C2,malicious,0.785,0,1,2026-06-28T09:44:38+08:00
C_00691,691,M_00691,T_0070,risk,G_T_0070_risk_malicious,A_N_025,A_N_004,risk_judgment,10.210.240.200,C2,malicious,0.841,1,1,2026-06-28T09:44:38+08:00
C_00692,692,M_00692,T_0070,risk,G_T_0070_risk_malicious,A_N_026,A_N_004,risk_judgment,10.210.240.200,C2,malicious,0.885,1,1,2026-06-28T09:44:38+08:00
C_00693,693,M_00693,T_0070,risk,G_T_0070_risk_malicious,A_N_004,A_N_003,verification,10.210.240.200,C2,malicious,0.922,1,1,2026-06-28T09:44:38+08:00
C_00694,694,M_00694,T_0070,action,G_T_0070_action_malicious,A_N_003,A_N_004,action_recommendation,10.210.240.200,block_ip,malicious,0.822,1,1,2026-06-28T09:44:39+08:00
C_00695,695,M_00695,T_0070,risk,G_T_0070_risk_benign,A_POISON_002,A_N_004,risk_judgment,10.210.240.200,benign_service,benign,0.887,1,1,2026-06-28T09:44:39+08:00
C_00696,696,M_00696,T_0070,risk,G_T_0070_risk_benign,A_POISON_006,A_N_003,risk_judgment,10.210.240.200,benign_service,benign,0.794,1,1,2026-06-28T09:44:39+08:00
C_00697,697,M_00697,T_0070,risk,G_T_0070_risk_benign,A_BYZ_003,A_N_004,risk_judgment,10.210.240.200,benign_service,benign,0.893,0,1,2026-06-28T09:44:39+08:00
C_00698,698,M_00698,T_0070,action,G_T_0070_action_benign,A_BYZ_008,A_N_004,action_recommendation,10.210.240.200,do_not_block,benign,0.89,0,1,2026-06-28T09:44:39+08:00
C_00699,699,M_00699,T_0070,risk,G_T_0070_risk_benign,A_COMM_003,A_N_004,risk_judgment,10.210.240.200,benign_service,benign,0.841,0,1,2026-06-28T09:44:39+08:00
C_00700,700,M_00700,T_0070,risk,G_T_0070_risk_malicious,A_WATCH_003,A_N_004,risk_judgment,10.210.240.200,C2,malicious,0.718,1,1,2026-06-28T09:44:39+08:00
C_00701,701,M_00701,T_0071,risk,G_T_0071_risk_benign,A_N_031,A_N_010,risk_judgment,10.213.247.213,benign_service,benign,0.894,1,1,2026-06-28T09:44:39+08:00
C_00702,702,M_00702,T_0071,risk,G_T_0071_risk_benign,A_N_032,A_N_010,risk_judgment,10.213.247.213,benign_service,benign,0.804,1,1,2026-06-28T09:44:39+08:00
C_00703,703,M_00703,T_0071,risk,G_T_0071_risk_benign,A_N_010,A_N_009,verification,10.213.247.213,benign_service,benign,0.866,1,1,2026-06-28T09:44:40+08:00
C_00704,704,M_00704,T_0071,action,G_T_0071_action_benign,A_N_009,A_N_010,action_recommendation,10.213.247.213,do_not_block,benign,0.763,1,1,2026-06-28T09:44:40+08:00
C_00705,705,M_00705,T_0071,risk,G_T_0071_risk_malicious,A_POISON_004,A_N_010,risk_judgment,10.213.247.213,C2,malicious,0.909,1,1,2026-06-28T09:44:40+08:00
C_00706,706,M_00706,T_0071,risk,G_T_0071_risk_malicious,A_POISON_001,A_N_009,risk_judgment,10.213.247.213,C2,malicious,0.876,1,1,2026-06-28T09:44:40+08:00
C_00707,707,M_00707,T_0071,risk,G_T_0071_risk_malicious,A_BYZ_007,A_N_010,risk_judgment,10.213.247.213,C2,malicious,0.889,1,1,2026-06-28T09:44:40+08:00
C_00708,708,M_00708,T_0071,action,G_T_0071_action_malicious,A_BYZ_002,A_N_010,action_recommendation,10.213.247.213,block_ip,malicious,0.849,0,1,2026-06-28T09:44:40+08:00
C_00709,709,M_00709,T_0071,risk,G_T_0071_risk_malicious,A_COMM_004,A_N_010,risk_judgment,10.213.247.213,C2,malicious,0.767,1,1,2026-06-28T09:44:40+08:00
C_00710,710,M_00710,T_0071,risk,G_T_0071_risk_malicious,A_WATCH_004,A_N_010,risk_judgment,10.213.247.213,C2,malicious,0.628,1,1,2026-06-28T09:44:40+08:00
C_00711,711,M_00711,T_0072,risk,G_T_0072_risk_malicious,A_N_001,A_N_016,risk_judgment,10.216.4.226,C2,malicious,0.834,1,1,2026-06-28T09:44:40+08:00
C_00712,712,M_00712,T_0072,risk,G_T_0072_risk_malicious,A_N_002,A_N_016,risk_judgment,10.216.4.226,C2,malicious,0.8,1,1,2026-06-28T09:44:41+08:00
C_00713,713,M_00713,T_0072,risk,G_T_0072_risk_malicious,A_N_016,A_N_015,verification,10.216.4.226,C2,malicious,0.946,1,1,2026-06-28T09:44:41+08:00
C_00714,714,M_00714,T_0072,action,G_T_0072_action_malicious,A_N_015,A_N_016,action_recommendation,10.216.4.226,block_ip,malicious,0.776,1,1,2026-06-28T09:44:41+08:00
C_00715,715,M_00715,T_0072,risk,G_T_0072_risk_benign,A_POISON_001,A_N_016,risk_judgment,10.216.4.226,benign_service,benign,0.833,1,1,2026-06-28T09:44:41+08:00
C_00716,716,M_00716,T_0072,risk,G_T_0072_risk_benign,A_POISON_002,A_N_015,risk_judgment,10.216.4.226,benign_service,benign,0.894,1,1,2026-06-28T09:44:41+08:00
C_00717,717,M_00717,T_0072,risk,G_T_0072_risk_benign,A_BYZ_001,A_N_016,risk_judgment,10.216.4.226,benign_service,benign,0.961,0,1,2026-06-28T09:44:41+08:00
C_00718,718,M_00718,T_0072,action,G_T_0072_action_benign,A_BYZ_004,A_N_016,action_recommendation,10.216.4.226,do_not_block,benign,0.944,1,1,2026-06-28T09:44:41+08:00
C_00719,719,M_00719,T_0072,risk,G_T_0072_risk_benign,A_COMM_001,A_N_016,risk_judgment,10.216.4.226,benign_service,benign,0.768,0,1,2026-06-28T09:44:41+08:00
C_00720,720,M_00720,T_0072,risk,G_T_0072_risk_malicious,A_WATCH_001,A_N_016,risk_judgment,10.216.4.226,C2,malicious,0.729,1,1,2026-06-28T09:44:41+08:00
C_00721,721,M_00721,T_0073,risk,G_T_0073_risk_benign,A_N_007,A_N_022,risk_judgment,10.219.11.239,benign_service,benign,0.823,1,1,2026-06-28T09:44:42+08:00
C_00722,722,M_00722,T_0073,risk,G_T_0073_risk_benign,A_N_008,A_N_022,risk_judgment,10.219.11.239,benign_service,benign,0.908,1,1,2026-06-28T09:44:42+08:00
C_00723,723,M_00723,T_0073,risk,G_T_0073_risk_benign,A_N_022,A_N_021,verification,10.219.11.239,benign_service,benign,0.934,1,1,2026-06-28T09:44:42+08:00
C_00724,724,M_00724,T_0073,action,G_T_0073_action_benign,A_N_021,A_N_022,action_recommendation,10.219.11.239,do_not_block,benign,0.829,1,1,2026-06-28T09:44:42+08:00
C_00725,725,M_00725,T_0073,risk,G_T_0073_risk_malicious,A_POISON_002,A_N_022,risk_judgment,10.219.11.239,C2,malicious,0.935,1,1,2026-06-28T09:44:42+08:00
C_00726,726,M_00726,T_0073,risk,G_T_0073_risk_malicious,A_POISON_003,A_N_021,risk_judgment,10.219.11.239,C2,malicious,0.873,1,1,2026-06-28T09:44:42+08:00
C_00727,727,M_00727,T_0073,risk,G_T_0073_risk_malicious,A_BYZ_003,A_N_022,risk_judgment,10.219.11.239,C2,malicious,0.952,1,1,2026-06-28T09:44:43+08:00
C_00728,728,M_00728,T_0073,action,G_T_0073_action_malicious,A_BYZ_008,A_N_022,action_recommendation,10.219.11.239,block_ip,malicious,0.894,0,1,2026-06-28T09:44:43+08:00
C_00729,729,M_00729,T_0073,risk,G_T_0073_risk_malicious,A_COMM_002,A_N_022,risk_judgment,10.219.11.239,C2,malicious,0.752,1,1,2026-06-28T09:44:43+08:00
C_00730,730,M_00730,T_0073,risk,G_T_0073_risk_malicious,A_WATCH_002,A_N_022,risk_judgment,10.219.11.239,C2,malicious,0.691,1,1,2026-06-28T09:44:43+08:00
C_00731,731,M_00731,T_0074,risk,G_T_0074_risk_benign,A_N_013,A_N_028,risk_judgment,10.222.18.12,benign_service,benign,0.847,1,1,2026-06-28T09:44:43+08:00
C_00732,732,M_00732,T_0074,risk,G_T_0074_risk_benign,A_N_014,A_N_028,risk_judgment,10.222.18.12,benign_service,benign,0.88,1,1,2026-06-28T09:44:43+08:00
C_00733,733,M_00733,T_0074,risk,G_T_0074_risk_benign,A_N_028,A_N_027,verification,10.222.18.12,benign_service,benign,0.906,1,1,2026-06-28T09:44:43+08:00
C_00734,734,M_00734,T_0074,action,G_T_0074_action_benign,A_N_027,A_N_028,action_recommendation,10.222.18.12,do_not_block,benign,0.875,1,1,2026-06-28T09:44:43+08:00
C_00735,735,M_00735,T_0074,risk,G_T_0074_risk_malicious,A_POISON_004,A_N_028,risk_judgment,10.222.18.12,C2,malicious,0.832,1,1,2026-06-28T09:44:43+08:00
C_00736,736,M_00736,T_0074,risk,G_T_0074_risk_malicious,A_POISON_004,A_N_027,risk_judgment,10.222.18.12,C2,malicious,0.886,1,1,2026-06-28T09:44:44+08:00
C_00737,737,M_00737,T_0074,risk,G_T_0074_risk_malicious,A_BYZ_007,A_N_028,risk_judgment,10.222.18.12,C2,malicious,0.94,0,1,2026-06-28T09:44:44+08:00
C_00738,738,M_00738,T_0074,action,G_T_0074_action_malicious,A_BYZ_002,A_N_028,action_recommendation,10.222.18.12,block_ip,malicious,0.885,1,1,2026-06-28T09:44:44+08:00
C_00739,739,M_00739,T_0074,risk,G_T_0074_risk_malicious,A_COMM_003,A_N_028,risk_judgment,10.222.18.12,C2,malicious,0.864,0,1,2026-06-28T09:44:44+08:00
C_00740,740,M_00740,T_0074,risk,G_T_0074_risk_benign,A_WATCH_003,A_N_028,risk_judgment,10.222.18.12,benign_service,benign,0.628,1,1,2026-06-28T09:44:44+08:00
C_00741,741,M_00741,T_0075,risk,G_T_0075_risk_malicious,A_N_019,A_N_004,risk_judgment,10.225.25.25,C2,malicious,0.936,1,1,2026-06-28T09:44:44+08:00
C_00742,742,M_00742,T_0075,risk,G_T_0075_risk_malicious,A_N_020,A_N_004,risk_judgment,10.225.25.25,C2,malicious,0.861,1,1,2026-06-28T09:44:44+08:00
C_00743,743,M_00743,T_0075,risk,G_T_0075_risk_malicious,A_N_004,A_N_003,verification,10.225.25.25,C2,malicious,0.906,1,1,2026-06-28T09:44:44+08:00
C_00744,744,M_00744,T_0075,action,G_T_0075_action_malicious,A_N_003,A_N_004,action_recommendation,10.225.25.25,block_ip,malicious,0.771,1,1,2026-06-28T09:44:44+08:00
C_00745,745,M_00745,T_0075,risk,G_T_0075_risk_benign,A_POISON_001,A_N_004,risk_judgment,10.225.25.25,benign_service,benign,0.844,1,1,2026-06-28T09:44:45+08:00
C_00746,746,M_00746,T_0075,risk,G_T_0075_risk_benign,A_POISON_005,A_N_003,risk_judgment,10.225.25.25,benign_service,benign,0.823,1,1,2026-06-28T09:44:45+08:00
C_00747,747,M_00747,T_0075,risk,G_T_0075_risk_benign,A_BYZ_001,A_N_004,risk_judgment,10.225.25.25,benign_service,benign,0.924,0,1,2026-06-28T09:44:45+08:00
C_00748,748,M_00748,T_0075,action,G_T_0075_action_benign,A_BYZ_004,A_N_004,action_recommendation,10.225.25.25,do_not_block,benign,0.958,0,1,2026-06-28T09:44:45+08:00
C_00749,749,M_00749,T_0075,risk,G_T_0075_risk_benign,A_COMM_004,A_N_004,risk_judgment,10.225.25.25,benign_service,benign,0.825,1,1,2026-06-28T09:44:45+08:00
